Sat Aug 27 12:32:57 EDT 2016, 96
Sun Aug 28 12:05:21 EDT 2016,96
Mon Aug 29 12:00:01 EDT 2016,96
Tue Aug 30 12:00:01 EDT 2016,96
Wed Aug 31 12:00:01 EDT 2016,96
Thu Sep  1 12:00:01 EDT 2016,96
Fri Sep  2 12:00:01 EDT 2016,96
Sat Sep  3 12:00:01 EDT 2016,96
Sun Sep  4 12:00:01 EDT 2016,96
Mon Sep  5 12:43:12 EDT 2016, 96
Tue Sep  6 12:00:01 EDT 2016, 96
Wed Sep  7 12:00:01 EDT 2016, 96
Thu Sep  8 12:00:01 EDT 2016, 92
Fri Sep  9 12:10:02 EDT 2016, 94
Sat Sep 10 12:04:51 EDT 2016, 94
Sun Sep 11 12:00:01 EDT 2016, 94
Mon Sep 12 12:00:56 EDT 2016, 91
Tue Sep 13 12:03:24 EDT 2016, 91
Wed Sep 14 12:00:01 EDT 2016, 92
Thu Sep 15 12:00:01 EDT 2016, 92
Fri Sep 16 12:00:01 EDT 2016, 92
Sat Sep 17 12:51:41 EDT 2016, 92
Sun Sep 18 13:16:08 EDT 2016, 92
Mon Sep 19 12:00:01 EDT 2016, 90
Tue Sep 20 12:00:01 EDT 2016, 90
Wed Sep 21 12:00:01 EDT 2016, 90
Thu Sep 22 12:00:01 EDT 2016, 90
Fri Sep 23 12:00:01 EDT 2016, 90
Sat Sep 24 12:00:01 EDT 2016, 91
Sun Sep 25 12:00:01 EDT 2016, 91
Tue Sep 27 12:03:30 EDT 2016, 91
Thu Sep 29 12:00:01 EDT 2016, 91
Sun Oct  2 12:00:01 EDT 2016, 91
Mon Oct  3 12:05:30 EDT 2016, 91
Tue Oct  4 12:00:01 EDT 2016, 91
Wed Oct  5 12:05:03 EDT 2016, 90
Thu Oct  6 12:00:01 EDT 2016, 90
Fri Oct  7 12:15:54 EDT 2016, 90
Sat Oct  8 12:00:01 EDT 2016, 90
Sun Oct  9 12:00:01 EDT 2016, 90
Mon Oct 10 12:00:01 EDT 2016, 90
Tue Oct 11 12:08:29 EDT 2016, 90
Wed Oct 12 12:05:57 EDT 2016, 90
Thu Oct 13 12:00:01 EDT 2016, 90
Mon Oct 24 12:00:01 EDT 2016, 96
Tue Oct 25 12:00:01 EDT 2016, 96
Thu Oct 27 12:00:01 EDT 2016, 96
Fri Oct 28 12:00:01 EDT 2016, 96
Sun Oct 30 12:00:01 EDT 2016, 96
Mon Oct 31 12:00:01 EDT 2016, 90
Tue Nov  1 12:00:02 EDT 2016, 90
Wed Nov  2 12:00:01 EDT 2016, 90
Thu Nov  3 12:00:01 EDT 2016, 90
Fri Nov  4 12:00:01 EDT 2016, 90
Sat Nov  5 12:04:35 EDT 2016, 90
Mon Nov  7 12:00:01 EST 2016, 90
Tue Nov  8 12:00:01 EST 2016, 90
Wed Nov  9 12:00:01 EST 2016, 88
Thu Nov 10 12:00:01 EST 2016, 88
Fri Nov 11 12:00:01 EST 2016, 88
Sat Nov 12 12:00:58 EST 2016, 88
Mon Nov 14 12:45:43 EST 2016, 89
Tue Nov 15 12:00:01 EST 2016, 89
Wed Nov 16 12:00:01 EST 2016, 89
Thu Nov 17 12:00:01 EST 2016, 89
Fri Nov 18 12:00:01 EST 2016, 89
Sat Nov 19 12:00:01 EST 2016, 89
Sun Nov 20 12:00:01 EST 2016, 89
Mon Nov 21 12:00:01 EST 2016, 89
Tue Nov 22 12:01:21 EST 2016, 89
Wed Nov 23 12:00:01 EST 2016, 83
Thu Nov 24 12:00:01 EST 2016, 88
Fri Nov 25 12:00:01 EST 2016, 88
Sun Nov 27 12:00:01 EST 2016, 88
Mon Nov 28 12:00:01 EST 2016, 88
Tue Nov 29 12:00:01 EST 2016, 88
Thu Dec  1 12:00:02 EST 2016, 88
Fri Dec  2 12:00:01 EST 2016, 88
Sat Dec  3 12:03:55 EST 2016, 88
Mon Dec  5 12:56:11 EST 2016, 88
Tue Dec  6 12:00:01 EST 2016, 88
Wed Dec  7 12:00:01 EST 2016, 88
Thu Dec  8 12:00:01 EST 2016, 88
Fri Dec  9 12:00:01 EST 2016, 86
Sat Dec 10 12:00:01 EST 2016, 86
Mon Dec 12 12:00:01 EST 2016, 86
Tue Dec 13 12:00:02 EST 2016, 86
Thu Dec 15 12:49:56 EST 2016, 86
Sat Dec 17 12:00:01 EST 2016, 86
Wed Jan 11 12:20:32 EST 2017, 92
Thu Jan 12 12:00:01 EST 2017, 92
Fri Jan 13 12:00:01 EST 2017, 92
Sat Jan 14 12:00:01 EST 2017, 90
Sun Jan 15 12:00:01 EST 2017, 90
Mon Jan 16 12:00:01 EST 2017, 90
Tue Jan 17 12:00:01 EST 2017, 90
Wed Jan 18 12:00:01 EST 2017, 90
Thu Jan 19 12:00:01 EST 2017, 87
Fri Jan 20 12:00:01 EST 2017, 87
Sat Jan 21 12:00:01 EST 2017, 86
Sun Jan 22 12:00:01 EST 2017, 89
Mon Jan 23 13:53:29 EST 2017, 89
Tue Jan 24 12:00:01 EST 2017, 89
Wed Jan 25 12:49:45 EST 2017, 89
Thu Jan 26 13:56:37 EST 2017, 89
Fri Jan 27 12:00:01 EST 2017, 89
Sat Jan 28 12:00:01 EST 2017, 89
Sun Jan 29 12:00:01 EST 2017, 84
Mon Jan 30 13:53:26 EST 2017, 84
Tue Jan 31 12:00:01 EST 2017, 84
Wed Feb  1 12:00:01 EST 2017, 84
Thu Feb  2 13:54:03 EST 2017, 84
Fri Feb  3 12:00:01 EST 2017, 86
Sat Feb  4 12:00:35 EST 2017, 86
Sun Feb  5 12:00:01 EST 2017, 86
Tue Feb  7 12:00:01 EST 2017, 87
Thu Feb  9 12:04:55 EST 2017, 86
Fri Feb 10 12:00:01 EST 2017, 86
Sat Feb 11 12:00:01 EST 2017, 86
Mon Feb 13 13:55:28 EST 2017, 85
Tue Feb 14 12:00:01 EST 2017, 85
Thu Feb 16 12:00:01 EST 2017, 85
Fri Feb 17 12:00:01 EST 2017, 85
Sun Feb 19 12:00:01 EST 2017, 86
Mon Feb 20 13:52:32 EST 2017, 86
Tue Feb 21 12:00:01 EST 2017, 86
Fri Feb 24 12:00:01 EST 2017, 86
Sat Feb 25 12:00:01 EST 2017, 86
Sun Feb 26 12:00:01 EST 2017, 86
Mon Feb 27 12:34:27 EST 2017, 86
Tue Feb 28 12:00:01 EST 2017, 86
Thu Mar  2 13:39:07 EST 2017, 81
Fri Mar  3 12:00:02 EST 2017, 81
Fri Mar 17 12:00:01 EDT 2017, 90
Mon Mar 20 12:00:01 EDT 2017, 87
Tue Mar 21 12:00:01 EDT 2017, 87
Thu Mar 23 12:00:15 EDT 2017, 87
Fri Mar 24 12:00:01 EDT 2017, 87
Sat Mar 25 12:00:01 EDT 2017, 87
Mon Mar 27 12:00:01 EDT 2017, 83
Tue Mar 28 12:00:01 EDT 2017, 83
Fri Mar 31 12:00:01 EDT 2017, 83
Sat Apr  1 12:08:55 EDT 2017, 83
Mon Apr  3 12:00:01 EDT 2017, 81
Tue Apr  4 12:00:01 EDT 2017, 81
Wed Apr  5 12:00:01 EDT 2017, 81
Thu Apr  6 12:00:01 EDT 2017, 81
Fri Apr  7 12:00:01 EDT 2017, 81
Sat Apr  8 12:04:54 EDT 2017, 81
Sun Apr  9 12:00:01 EDT 2017, 81
Mon Apr 10 12:00:01 EDT 2017, 100
Tue Apr 11 12:00:01 EDT 2017, 100
Wed Apr 12 12:00:01 EDT 2017, 100
Thu Apr 13 12:00:01 EDT 2017, 100
Fri Apr 14 12:00:01 EDT 2017, 100
Sat Apr 15 12:00:02 EDT 2017, 100
